id,name_en,name_ko,image_url,types,height,weight,abilities,stats_hp,stats_attack,stats_defense,stats_sp_attack,stats_sp_defense,stats_speed,flavor_text,color,generation
528,swoobat,맘박쥐,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,"에스퍼, 비행",0.9,10.5,"천진, 서투름, 단순",67,57,55,77,55,114,콘크리트도 부술 정도로 강한 초음파를 낼 때 꼬리가 심하게 흔들린다.,blue,5
529,drilbur,두더류,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,땅,0.3,8.5,"모래헤치기, 모래의힘, 틀깨기",60,85,40,30,45,68,양손의 손톱을 서로 겹치고 몸을 고속 회전시키면서 맹렬한 속도로 땅속을 헤쳐나간다.,gray,5
530,excadrill,몰드류,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,"땅, 강철",0.7,40.4,"모래헤치기, 모래의힘, 틀깨기",110,135,60,50,65,88,강철로 진화한 드릴은 철판을 뚫는 파괴력을 가졌다. 터널 공사에서 크게 활약한다.,gray,5
531,audino,다부니,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,노말,1.1,31.0,"치유의마음, 재생력, 서투름",103,60,86,60,86,50,귀의 더듬이로 상대의 컨디션이나 알에서 포켓몬이 언제 나올지도 알 수 있다.,pink,5
532,timburr,으랏차,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,격투,0.6,12.5,"근성, 우격다짐, 철주먹",75,80,55,25,35,35,항상 각목을 끼고 있다. 건설 현장에 나타나 공사를 도와주는 포켓몬이다.,gray,5
533,gurdurr,토쇠골,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,격투,1.2,40.0,"근성, 우격다짐, 철주먹",85,105,85,40,50,40,단련된 근육의 소유자. 철골을 능숙하게 조종하여 집을 해체해준다.,gray,5
534,conkeldurr,노보청,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,격투,1.4,87.0,"근성, 우격다짐, 철주먹",105,140,95,55,65,45,콘크리트를 만드는 기술은 2000년 전에 노보청에게 배운 것이라고 여겨지고 있다.,brown,5
535,tympole,동챙이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,물,0.5,4.5,"쓱쓱, 촉촉바디, 저수",50,50,40,50,40,64,볼의 진동막을 떨어 사람에게는 들리지 않는 음파를 내어 동료에게 위험을 전달한다.,blue,5
536,palpitoad,두까비,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,"물, 땅",0.8,17.0,"쓱쓱, 촉촉바디, 저수",75,65,55,65,55,69,머리의 혹을 진동시키면 물속에 파동이 일어나며 땅마저 지진처럼 흔들린다.,blue,5
537,seismitoad,두빅굴,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,"물, 땅",1.5,62.0,"쓱쓱, 독수, 저수",105,95,75,85,75,74,주먹의 혹을 진동시켜 펀치의 위력을 배가시킨다. 일격에 큰 바위를 부스러뜨린다.,blue,5
538,throh,던지미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,격투,1.3,55.5,"근성, 정신력, 틀깨기",120,100,85,30,85,45,끈을 매면 파워가 올라간다. 야생 던지미는 덩굴풀을 엮어 자신의 띠를 만든다.,red,5
539,sawk,타격귀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,격투,1.4,51.0,"옹골참, 정신력, 틀깨기",75,125,75,30,75,85,최강의 태권당수를 목표로 산속에 틀어박혀 잠도 없이 수행한다.,blue,5
540,sewaddle,두르보,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,"벌레, 풀",0.3,2.5,"벌레의알림, 엽록소, 방진",45,53,70,40,60,42,잎사귀를 물어뜯어 입에서 뱉어낸 점착실로 꿰맨다. 스스로 옷을 만드는 포켓몬이다.,yellow,5
541,swadloon,두르쿤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,"벌레, 풀",0.5,7.3,"리프가드, 엽록소, 방진",55,63,90,50,80,42,두르쿤이 사는 숲은 초목이 잘 자란다. 두르쿤이 낙엽을 영양분으로 바꾸기 때문이다.,green,5
542,leavanny,모아머,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,"벌레, 풀",1.2,20.5,"벌레의알림, 엽록소, 방진",75,103,80,70,80,92,어린 포켓몬을 보면 입에서 내뿜는 점착실로 잎사귀의 옷을 지어 준다.,yellow,5
543,venipede,마디네,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,"벌레, 독",0.4,5.3,"독가시, 벌레의알림, 가속",30,45,59,30,39,57,머리와 꼬리의 더듬이로 주변 상황을 살핀다. 성격이 매우 난폭하다.,red,5
544,whirlipede,휠구,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,"벌레, 독",1.2,58.5,"독가시, 벌레의알림, 가속",40,55,99,40,79,47,단단한 껍질로 보호되고 있다. 타이어처럼 회전하여 상대에게 격렬히 몸통박치기를 날린다.,gray,5
545,scolipede,펜드라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,"벌레, 독",2.5,200.5,"독가시, 벌레의알림, 가속",60,100,89,55,69,112,먹이를 목의 가시에 끼워 넣어 움직이지 못하게 한 후 맹독을 퍼뜨려 마무리한다.,red,5
546,cottonee,소미안,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,"풀, 페어리",0.3,0.6,"짓궂은마음, 틈새포착, 엽록소",40,27,60,37,50,66,공격당하면 몸에서 솜을 날린다. 상대가 솜을 소미안으로 착각하고 있는 동안 도망친다.,green,5
547,whimsicott,엘풍,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,"풀, 페어리",0.7,6.6,"짓궂은마음, 틈새포착, 엽록소",60,67,85,77,75,116,회오리바람과 함께 나타나 집 안의 가구를 움직이거나 솜을 남기는 장난을 친다.,green,5
548,petilil,치릴리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,풀,0.5,6.6,"엽록소, 마이페이스, 리프가드",45,35,50,70,50,30,머리의 잎사귀를 갉아먹으면 매우 쓰지만 지친 몸을 회복시켜주는 효과가 있다.,green,5
549,lilligant,드레디어,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,풀,1.1,16.3,"엽록소, 마이페이스, 리프가드",70,60,75,110,75,90,머리에 있는 꽃 장식의 향기에는 긴장을 풀어 주는 효과가 있다. 자주 손질하지 않으면 시들어 버린다.,green,5
550,basculin-red-striped,배쓰나이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,물,1.0,18.0,"이판사판, 적응력, 틀깨기",70,92,65,80,55,98,아주 난폭하고 항상 빨강과 파랑의 배쓰나이는 다투고 있다. 먹으면 의외로 맛있다고 한다.,green,5
551,sandile,깜눈크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,"땅, 악",0.7,15.2,"위협, 자기과신, 분노의경혈",50,72,35,35,35,65,모래 속에 파고들어 눈과 코를 밖에 내놓고 이동한다. 검은 막이 눈을 보호한다.,brown,5
552,krokorok,악비르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,"땅, 악",1.0,33.4,"위협, 자기과신, 분노의경혈",60,82,45,45,45,74,여러 마리가 무리를 짓는다. 안구를 감싼 막이 모래 폭풍으로부터 눈을 지켜준다.,brown,5
553,krookodile,악비아르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,"땅, 악",1.5,96.3,"위협, 자기과신, 분노의경혈",95,117,80,65,70,92,아주 난폭한 포켓몬. 눈앞에서 움직이는 것은 모두 덮쳐서 깨물어 부수려고 한다.,red,5
554,darumaka,달막화,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,불꽃,0.6,37.5,"의욕, 정신력",70,90,45,15,45,50,달막화의 배설물은 뜨거워서 옛날 사람은 품에 넣고 몸을 따뜻하게 하는 데 사용했다.,red,5
555,darmanitan-standard,불비달마,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,불꽃,1.3,92.9,"우격다짐, 달마모드",105,140,55,30,55,95,격렬한 싸움으로 상처 입으면 바위처럼 굳어져 묵상하며 마음을 연마한다.,red,5
556,maractus,마라카치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,풀,1.0,28.0,"저수, 엽록소, 마중물",75,86,67,106,67,60,템포가 빠른 춤과 소리로 꽃씨를 노리는 천적인 새포켓몬을 쫓아버린다.,green,5
557,dwebble,돌살이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,"벌레, 바위",0.3,14.5,"옹골참, 조가비갑옷, 깨어진갑옷",50,65,85,35,35,55,적당한 돌을 찾아 구멍을 뚫어 살 곳을 만든다. 부서지면 대신할 돌을 찾을 때까지 불안해한다.,red,5
558,crustle,암팰리스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,"벌레, 바위",1.4,200.0,"옹골참, 조가비갑옷, 깨어진갑옷",70,105,125,65,75,45,무거운 바위를 등에 지고 며칠이고 건조한 땅을 이동할 수 있는 다릿심을 가지고 있다.,red,5
559,scraggy,곤율랭,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,"악, 격투",0.6,11.8,"탈피, 자기과신, 위협",50,75,70,35,70,48,가죽을 목까지 늘려서 방어 자세를 취한다. 고무 같은 탄력을 이용해 데미지를 줄인다.,yellow,5
560,scrafty,곤율거니,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,"악, 격투",1.1,30.0,"탈피, 자기과신, 위협",65,90,115,45,115,58,탈피한 가죽을 끌어 올려 데미지를 줄이면서 킥! 볏이 클수록 거만하다.,red,5
561,sigilyph,심보러,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,"에스퍼, 비행",1.4,14.0,"미라클스킨, 매직가드, 색안경",72,58,80,103,80,97,고대 도시의 수호신이었다. 자기 영역을 침범한 상대를 사이코 파워로 공격한다.,black,5
562,yamask,데스마스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,고스트,0.5,1.5,미라,38,30,85,55,65,30,무덤에 매장된 사람의 영혼이 포켓몬으로 변했다. 죽기 전 기억이 남아 있다.,black,5
563,cofagrigus,데스니칸,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,고스트,1.7,76.5,미라,58,50,145,95,105,30,황금으로 된 반짝거리는 몸. 자신이 인간이었다는 사실을 이제는 기억하지 못할 것이다.,yellow,5
564,tirtouga,프로토가,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,"물, 바위",0.7,16.5,"하드록, 옹골참, 쓱쓱",54,78,103,53,45,22,약 1억 년 전 바다를 헤엄쳐 다녔다. 육지에 올라 먹이를 덮치는 일도 있다.,blue,5
565,carracosta,늑골라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,"물, 바위",1.2,81.0,"하드록, 옹골참, 쓱쓱",74,108,133,83,65,32,바다와 육지에서 생활한다. 손바닥으로 쳐서 배 밑바닥에 구멍을 내는 파워의 소유자다.,blue,5
566,archen,아켄,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,"바위, 비행",0.5,9.5,무기력,55,112,45,74,45,70,화석에서 부활한 포켓몬이다. 모든 새포켓몬의 조상이라 여겨지고 있다.,yellow,5
567,archeops,아케오스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,"바위, 비행",1.4,32.0,무기력,75,140,65,112,65,110,지상에서 도움닫기를 하여 날아오른다. 동료와 협력하여 먹이를 잡는 지능을 가졌다.,yellow,5
568,trubbish,깨봉이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,독,0.6,31.0,"악취, 점착, 유폭",50,50,62,40,62,65,쓰레기 봉지가 산업 폐기물과 화학적 변화를 일으켜서 포켓몬으로 다시 태어났다.,green,5
569,garbodor,더스트나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,독,1.9,107.3,"악취, 깨어진갑옷, 유폭",80,95,82,60,82,75,왼팔로 상대를 꼭 붙들고 입에서 악취가 나는 독가스를 토해내서 마무리한다.,green,5
570,zorua,조로아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,악,0.7,12.5,일루전,40,65,40,80,40,65,상대와 똑 닮게 둔갑한 것처럼 보이게 하여 속이거나 놀라게 해서 그 틈에 도망가는 일이 많다.,gray,5
571,zoroark,조로아크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,악,1.6,81.1,일루전,60,105,60,120,60,105,한 번에 많은 사람을 속이는 힘을 가졌다. 환영의 경치를 보여줘 거처를 지킨다.,gray,5
572,minccino,치라미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,노말,0.4,5.8,"헤롱헤롱바디, 테크니션, 스킬링크",55,50,40,40,40,75,서로의 꼬리로 상대를 철저히 깨끗하게 만드는 것이 치라미끼리의 인사다.,gray,5
573,cinccino,치라치노,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,노말,0.5,7.5,"헤롱헤롱바디, 테크니션, 스킬링크",75,95,60,65,60,115,하얀 털은 감촉이 정말 좋다. 먼지나 정전기가 전혀 생기지 않는다.,gray,5
574,gothita,고디탱,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,에스퍼,0.4,5.8,"통찰, 승기, 그림자밟기",45,30,50,55,65,45,리본 모양의 더듬이로 사이코 파워를 증폭시킨다. 무언가를 가만히 바라보고 있다.,purple,5
575,gothorita,고디보미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,에스퍼,0.7,18.0,"통찰, 승기, 그림자밟기",60,45,70,75,85,55,별빛이 힘의 원천이다. 밤이 되면 사이코 파워로 돌을 띄워 별의 배치를 표시한다.,purple,5
576,gothitelle,고디모아젤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,에스퍼,1.5,44.0,"통찰, 승기, 그림자밟기",70,55,95,95,110,65,강력한 사이코 파워의 영향으로 고디모아젤 주변 공간이 비틀어져 몇만 광년이나 떨어진 하늘의 별이 비친다.,purple,5
577,solosis,유니란,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,에스퍼,0.3,1.0,"방진, 매직가드, 재생력",45,30,40,105,50,20,몸이 특수한 액체로 둘러싸여 있어 어떤 곤란한 상황이라도 문제없다.,green,5
578,duosion,듀란,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,에스퍼,0.6,8.0,"방진, 매직가드, 재생력",65,40,50,125,60,30,둘로 분열된 뇌를 가지고 있어서 갑자기 다른 행동을 취할 때가 있다.,green,5
579,reuniclus,란쿨루스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,에스퍼,1.0,20.1,"방진, 매직가드, 재생력",110,65,75,125,85,30,발휘한 사이코 파워를 사용해 특수한 액체로 만들어진 팔을 조종해서 바위를 부순다.,green,5
580,ducklett,꼬지보리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,"물, 비행",0.5,5.5,"날카로운눈, 부풀린가슴, 촉촉바디",62,44,50,44,50,55,상대에게 공격당하면 전신의 깃털에서 물보라를 내뿜는다. 물안개에 숨어들어 도망친다.,blue,5
581,swanna,스완나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,"물, 비행",1.3,24.2,"날카로운눈, 부풀린가슴, 촉촉바디",75,87,63,87,63,98,우아한 외모와 다르게 날개로 힘차게 날개 치며 수천 km를 계속 날 수 있다.,white,5
582,vanillite,바닐프티,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,얼음,0.4,5.7,"아이스바디, 눈숨기, 깨어진갑옷",36,50,50,65,60,44,마이너스 50도의 숨결을 내뱉는다. 눈 결정을 만들어 주변에 눈이 내리게 한다.,white,5
583,vanillish,바닐리치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,얼음,1.1,41.0,"아이스바디, 눈숨기, 깨어진갑옷",51,65,65,80,75,59,주변 공기를 차갑게 해서 얼음 알갱이를 발생시켜서 상대의 몸을 얼려버린다.,white,5
584,vanilluxe,배바닐라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,얼음,1.3,57.5,"아이스바디, 눈퍼뜨리기, 깨어진갑옷",71,95,85,110,95,79,두 개의 머리가 동시에 화를 내면 뿔에서 강한 눈보라가 뿜어져 나온다. 주변을 많은 눈으로 묻어 버린다.,white,5
585,deerling,사철록,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,"노말, 풀",0.6,19.5,"엽록소, 초식, 하늘의은총",60,60,50,40,50,75,계절이 바뀌었을 때뿐 아니라 기온이나 습도에 따라서도 몸의 색깔은 조금 변한다.,pink,5
586,sawsbuck,바라철록,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,"노말, 풀",1.9,92.5,"엽록소, 초식, 하늘의은총",80,100,70,60,70,95,계절에 따라 거처를 바꾼다. 사람들은 바라철록의 뿔에서 계절의 변화를 느낀다.,brown,5
587,emolga,에몽가,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,"전기, 비행",0.4,5.0,"정전기, 전기엔진",55,75,60,75,60,103,숲의 나무 위에 산다. 망토 같은 막의 안쪽을 방전시키며 활공한다.,white,5
588,karrablast,딱정곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,벌레,0.5,5.9,"벌레의알림, 탈피, 노가드",50,75,45,40,45,60,쪼마리와 함께 있을 때 전기적인 자극을 받으면 진화하는 이상한 포켓몬이다.,blue,5
589,escavalier,슈바르고,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,"벌레, 강철",1.0,33.0,"벌레의알림, 조가비갑옷, 방진",70,135,105,60,105,20,쪼마리에게서 뺏은 껍질로 몸을 에워싸 가드하면서 2개의 창으로 찔러온다.,gray,5
590,foongus,깜놀버슬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,"풀, 독",0.2,1.0,"포자, 재생력",69,55,45,55,55,15,몬스터볼을 닮은 무늬로 유인한 후 독 포자를 뿌려댄다. 왜 닮았는지는 불가사의다.,white,5
591,amoonguss,뽀록나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,"풀, 독",0.6,10.5,"포자, 재생력",114,85,70,85,80,30,몬스터볼 무늬의 삿갓을 보여주며 먹이를 유인하려 하지만 속아 넘어가는 포켓몬은 드물다.,white,5
592,frillish,탱그릴,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,"물, 고스트",1.2,33.0,"저수, 저주받은바디, 습기",55,40,50,65,85,40,먹이를 독으로 마비시켜 8000m 심해에 있다는 거처로 데려간다.,white,5
593,jellicent,탱탱겔,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,"물, 고스트",2.2,135.0,"저수, 저주받은바디, 습기",100,60,70,85,105,60,몸 대부분이 해수다. 해저에는 탱탱겔이 가라앉힌 배로 만들어진 성이 있다고 한다.,white,5
594,alomomola,맘복치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,물,1.2,31.6,"치유의마음, 촉촉바디, 재생력",165,75,80,40,45,65,넓은 바다를 떠돌아다니며 산다. 상처 입은 포켓몬을 발견하면 안고서 물가까지 옮긴다.,pink,5
595,joltik,파쪼옥,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,"벌레, 전기",0.1,0.6,"복안, 긴장감, 벌레의알림",50,47,50,57,50,65,스스로 전기를 만들 수 없어 다른 큰 포켓몬에 달라붙어 정전기를 흡수한다.,yellow,5
596,galvantula,전툴라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,"벌레, 전기",0.8,14.3,"복안, 긴장감, 벌레의알림",70,77,60,97,60,108,전기를 띤 실로 함정을 설치한다. 감전돼서 움직이지 못하는 먹이를 천천히 먹어치운다.,yellow,5
597,ferroseed,철시드,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,"풀, 강철",0.6,18.8,철가시,44,50,91,24,86,10,위험을 감지하면 가시를 일제히 발사하여 반격한다. 그 틈에 몸을 굴려 도망간다.,gray,5
598,ferrothorn,너트령,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,"풀, 강철",1.0,110.0,"철가시, 위험예지",74,94,131,54,116,20,3개의 촉수를 세게 내리치고 거기에 가시를 날려 상대를 흔적도 없이 분쇄한다.,gray,5
599,klink,기어르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,강철,0.3,21.0,"플러스, 마이너스, 클리어바디",40,55,70,45,60,30,두 개의 몸을 맞물려 회전시켜서 살아가기 위한 에너지를 만들고 있다.,gray,5
600,klang,기기어르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,강철,0.6,51.0,"플러스, 마이너스, 클리어바디",60,80,95,70,85,50,회전 방향을 바꿔서 동료에게 감정을 전한다. 화가 나면 회전이 빨라진다.,gray,5
601,klinklang,기기기어르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,강철,0.6,81.0,"플러스, 마이너스, 클리어바디",60,100,115,70,85,90,빨간 코어가 달린 기어를 고속 회전시켜서 에너지를 급속 충전한다.,gray,5
602,tynamo,저리어,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,전기,0.2,0.3,부유,35,55,40,45,40,60,한 마리의 전력은 적지만 많은 저리어가 연결되면 번개와 같은 위력이 된다.,white,5
603,eelektrik,저리릴,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,전기,1.2,22.0,부유,65,85,70,75,70,40,상대를 휘감고 동그란 반점에서 전기를 흘려보내 마비시킨 뒤 통째로 문다.,blue,5
604,eelektross,저리더프,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,전기,2.1,80.5,부유,85,115,80,105,80,50,흡반 같은 입으로 먹이에 달라붙은 후 박아 넣은 이빨을 통해 전기를 흘려 감전시킨다.,blue,5
605,elgyem,리그레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,에스퍼,0.5,9.0,"텔레파시, 싱크로, 애널라이즈",55,55,55,85,55,30,강력한 사이코 파워를 다룬다. 사이코 파워로 상대의 뇌를 조여서 두통을 일으킨다.,blue,5
606,beheeyem,벰크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,에스퍼,1.0,34.5,"텔레파시, 싱크로, 애널라이즈",75,75,75,125,95,40,손끝을 점멸시켜서 대화하는 듯하나 그 패턴은 아직 해독하지 못했다.,brown,5
607,litwick,불켜미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,"고스트, 불꽃",0.3,3.1,"타오르는불꽃, 불꽃몸, 틈새포착",50,30,55,65,55,20,빛을 밝혀 길 안내를 하는 것처럼 가장하여 생명력을 빨아들이고 있다.,white,5
608,lampent,램프라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,"고스트, 불꽃",0.6,13.0,"타오르는불꽃, 불꽃몸, 틈새포착",60,40,60,95,60,55,영혼을 빨아들여 불을 밝힌다. 사람이 죽는 것을 기다리기 위해 병원을 서성거리게 되었다.,black,5
609,chandelure,샹델라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,"고스트, 불꽃",1.0,34.3,"타오르는불꽃, 불꽃몸, 틈새포착",60,55,90,145,90,80,샹델라의 불꽃에 둘러싸이면 영혼이 빨려가 불타버린다. 빈 껍데기인 몸만 남는다.,black,5
610,axew,터검니,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,드래곤,0.6,18.0,"투쟁심, 틀깨기, 긴장감",46,87,60,30,40,57,나무열매를 이빨로 깨물어 먹는다. 이빨이 몇 차례에 걸쳐 새로 나면 강하고 날카로워진다,green,5
611,fraxure,액슨도,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,드래곤,1.0,36.0,"투쟁심, 틀깨기, 긴장감",66,117,70,40,50,67,큰 바위를 부수는 이빨을 가지고 있다. 액슨도들의 영역 싸움은 매우 격렬하다.,green,5
612,haxorus,액스라이즈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,드래곤,1.8,105.5,"투쟁심, 틀깨기, 긴장감",76,147,90,60,70,97,상냥한 성격이지만 영역을 어지럽히는 자는 용서하지 않는다. 철을 자르는 이빨로 덤벼든다.,yellow,5
613,cubchoo,코고미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,얼음,0.5,8.5,"눈숨기, 눈치우기, 주눅",55,70,40,60,40,40,언제나 콧물을 달고 다닌다. 콧물을 훌쩍거려 기술을 사용한다. 콧물이 기술의 재료인 셈이다.,white,5
614,beartic,툰베어,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,얼음,2.6,260.0,"눈숨기, 눈치우기, 쓱쓱",95,130,80,70,80,50,북쪽의 차가운 바다를 좋아한다. 입에서 내뿜는 숨을 얼려 바다 위에 길을 만들어 걷는다.,white,5
615,cryogonal,프리지오,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,얼음,1.1,148.0,부유,80,50,50,95,135,105,눈구름 속에서 태어났다. 얼음 결정으로 만들어진 사슬로 먹이를 잡는다.,blue,5
